Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
P01588	Homo sapiens	Metazoa	193	27.0	
P20826	Mus musculus	Metazoa	273	25.0	
Q94733	Rhodnius prolixus	Metazoa	202	23.0	
P51688	Homo sapiens	Metazoa	502	20.0	
P01221	Cyprinus carpio	Metazoa	118	23.0	
P01137	Homo sapiens	Metazoa	390	29.0	
P03971	Homo sapiens	Metazoa	560	24.0	
Q8TC27	Homo sapiens	Metazoa	787	16.0	
P08236	Homo sapiens	Metazoa	651	22.0	
Q9BXJ7	Homo sapiens	Metazoa	453	19.0	
H6U1I8	Tanacetum cinerariifolium	Viridiplantae	365	27.0	
P43497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	92	20.0	
P25942	Homo sapiens	Metazoa	277	20.0	
A0A1S3PBB7	Salmo salar	Metazoa	375	23.0	
P19034	Bos taurus	Metazoa	101	22.0	
P14214	Tachypleus tridentatus	Metazoa	77	23.0	
O00092	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	465	26.0	
P13612	Homo sapiens	Metazoa	1032	33.0	
Q8BHP7	Mus musculus	Metazoa	681	32.0	
P22864	Aspergillus niger	Fungi	373	19.0	
Q8NBL1	Homo sapiens	Metazoa	392	23.0	
P52798	Homo sapiens	Metazoa	201	25.0	
Q3UN54	Mus musculus	Metazoa	99	21.0	
P14209	Homo sapiens	Metazoa	185	22.0	
Q8MMH5	Pimpla hypochondriaca	Metazoa	61	20.0	
P56829	Ovis aries	Metazoa	195	23.0	
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	22.0	
P18417	Catharanthus roseus	Viridiplantae	352	31.0	
Q9NPF0	Homo sapiens	Metazoa	282	35.0	
P42660	Aedes aegypti	Metazoa	471	19.0	
Q9UKY0	Homo sapiens	Metazoa	176	25.0	
Q17058	Apis mellifera	Metazoa	567	17.0	
G8YYA5	Androctonus amoreuxi	Metazoa	74	22.0	
Q9Z0L3	Mus musculus	Metazoa	485	17.0	
P12273	Homo sapiens	Metazoa	146	28.0	
Q02126	Hordeum vulgare	Viridiplantae	330	25.0	
Q9NS68	Homo sapiens	Metazoa	423	29.0	
Q6UW56	Homo sapiens	Metazoa	229	30.0	
O62680	Sus scrofa	Metazoa	123	25.0	
P08603	Homo sapiens	Metazoa	1231	18.0	
Q27082	Tachypleus tridentatus	Metazoa	673	19.0	
P01068	Ananas comosus	Viridiplantae	246	19.0	
P04196	Homo sapiens	Metazoa	525	18.0	
Q5ZPR3	Homo sapiens	Metazoa	534	28.0	
Q96DR8	Homo sapiens	Metazoa	90	20.0	
Q6IV20	Gallus gallus	Metazoa	104	22.0	
P53366	Sus scrofa	Metazoa	188	21.0	
P04552	Haliotis rufescens	Metazoa	154	18.0	
Q9JI59	Mus musculus	Metazoa	298	28.0	
P81160	Drosophila melanogaster	Metazoa	54	21.0	
P40259	Homo sapiens	Metazoa	229	28.0	
P13806	Oryctolagus cuniculus	Metazoa	1106	26.0	
Q7Z1K3	Anisakis simplex	Metazoa	194	23.0	
Q55GS3	Dictyostelium discoideum	Other	607	19.0	
B2KNH9	Dendrobium findlayanum	Viridiplantae	167	24.0	
P54837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	20.0	
Q9C9H5	Arabidopsis thaliana	Viridiplantae	484	21.0	
P05059	Bos taurus	Metazoa	449	18.0	
P11438	Mus musculus	Metazoa	406	24.0	
P17301	Homo sapiens	Metazoa	1181	29.0	
Q63191	Rattus norvegicus	Metazoa	1216	21.0	
Q7YZS9	Conus virgo	Metazoa	67	26.0	
Q8WMP9	Bos taurus	Metazoa	407	29.0	
P47178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	19.0	
O14791	Homo sapiens	Metazoa	398	27.0	
P18510	Homo sapiens	Metazoa	177	25.0	
Q8MP06	Tyria jacobaeae	Metazoa	456	22.0	
Q02862	Mus musculus	Metazoa	184	15.0	
Q9Y6C2	Homo sapiens	Metazoa	1016	21.0	
P32004	Homo sapiens	Metazoa	1257	19.0	
Q01528	Limulus polyphemus	Metazoa	172	19.0	
P81605	Homo sapiens	Metazoa	110	19.0	
P01076	Solanum lycopersicum	Viridiplantae	77	32.0	
Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	22.0	
P86407	Mesobuthus eupeus	Metazoa	75	22.0	
Q8MI01	Bos taurus	Metazoa	330	23.0	
Q9UAD0	Olivierus martensii	Metazoa	59	24.0	
Q8GT41	Platanus acerifolia	Viridiplantae	179	23.0	
P23577	Chlamydomonas reinhardtii	Viridiplantae	317	31.0	
C5P3X6	Coccidioides posadasii (strain C735)	Fungi	276	18.0	
P11911	Mus musculus	Metazoa	220	28.0	
P32472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	17.0	
P80915	Macadamia integrifolia	Viridiplantae	102	26.0	
P23502	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	1286	15.0	
Q9LXD6	Arabidopsis thaliana	Viridiplantae	773	23.0	
Q9NAX4	Dictyostelium discoideum	Other	464	17.0	
P12318	Homo sapiens	Metazoa	317	33.0	
P67788	Manduca sexta	Metazoa	65	19.0	
P07981	Hypocrea jecorina	Fungi	459	22.0	
P10562	Canavalia gladiata	Viridiplantae	445	26.0	
Q9H7M9	Homo sapiens	Metazoa	311	32.0	
O13547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	22.0	
P43307	Homo sapiens	Metazoa	286	18.0	
P0DUS8	Doratifera vulnerans	Metazoa	59	17.0	
A0A1W6EVM7	Ampulex compressa	Metazoa	50	26.0	
O76942	Encephalitozoon cuniculi (strain GB-M1)	Fungi	395	22.0	
P42705	Canis lupus familiaris	Metazoa	352	23.0	
P06028	Homo sapiens	Metazoa	91	19.0	
P48765	Bos taurus	Metazoa	970	32.0	
P31723	Penicillium citrinum	Fungi	511	35.0	
Q08738	Bombyx mori	Metazoa	239	16.0	
Q6UW88	Homo sapiens	Metazoa	154	22.0	
Q9BZM5	Homo sapiens	Metazoa	246	25.0	
G5ED35	Caenorhabditis elegans	Metazoa	135	20.0	
Q4WL81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	234	20.0	
Q27967	Bos taurus	Metazoa	203	23.0	
P16235	Rattus norvegicus	Metazoa	700	26.0	
Q5AMT2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	308	18.0	
P80392	Meleagris gallopavo	Metazoa	64	28.0	
A0A0F7YYX3	Conus victoriae	Metazoa	196	25.0	
Q8T0Y7	Aplysia californica	Metazoa	141	26.0	
P82384	Drosophila melanogaster	Metazoa	92	16.0	
P07204	Homo sapiens	Metazoa	575	18.0	
Q64385	Mus musculus	Metazoa	432	23.0	
P13686	Homo sapiens	Metazoa	325	21.0	
O96910	Aplysia californica	Metazoa	76	18.0	
P41543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	22.0	
O62644	Bos taurus	Metazoa	151	18.0	
Q96AP7	Homo sapiens	Metazoa	390	29.0	
P01033	Homo sapiens	Metazoa	207	23.0	
Q6UWL6	Homo sapiens	Metazoa	708	20.0	
A0A7M6UMR7	Apis mellifera	Metazoa	1010	16.0	
P28335	Homo sapiens	Metazoa	458	32.0	
P08505	Mus musculus	Metazoa	211	24.0	
P19400	Ascaris suum	Metazoa	169	20.0	
Q6F4C6	Pinctada fucata	Metazoa	121	16.0	
P42578	Lymnaea stagnalis	Metazoa	239	18.0	
Q8BSU2	Mus musculus	Metazoa	246	26.0	
P28319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	20.0	
Q8NBM8	Homo sapiens	Metazoa	494	22.0	
P0DPU3	Scolopendra dehaani	Metazoa	577	25.0	
P48307	Homo sapiens	Metazoa	235	22.0	
P21814	Ovis aries	Metazoa	429	25.0	
Q02809	Homo sapiens	Metazoa	727	18.0	
Q9NRR1	Homo sapiens	Metazoa	136	22.0	
P02462	Homo sapiens	Metazoa	1669	27.0	
P79073	Hypocrea jecorina	Fungi	86	15.0	
Q14210	Homo sapiens	Metazoa	128	20.0	
Q8WQK0	Cotesia rubecula	Metazoa	65	23.0	
P33767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	20.0	
Q6UX39	Homo sapiens	Metazoa	209	16.0	
P13385	Homo sapiens	Metazoa	188	30.0	
Q95NJ8	Olivierus martensii	Metazoa	55	23.0	
Q8J0K5	Talaromyces funiculosus	Fungi	282	39.0	
Q99ML8	Mus musculus	Metazoa	113	23.0	
P08069	Homo sapiens	Metazoa	1367	30.0	
P25311	Homo sapiens	Metazoa	298	20.0	
Q9NZ53	Homo sapiens	Metazoa	605	32.0	
Q9VA83	Drosophila melanogaster	Metazoa	227	19.0	
Q29W25	Crocus sativus	Viridiplantae	168	26.0	
P05117	Solanum lycopersicum	Viridiplantae	457	24.0	
Q9UBT3	Homo sapiens	Metazoa	224	18.0	
P45590	Hyalophora cecropia	Metazoa	129	17.0	
Q09140	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1448	18.0	
Q95JC9	Sus scrofa	Metazoa	676	16.0	
Q29381	Sus scrofa	Metazoa	439	25.0	
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28.0	
P02790	Homo sapiens	Metazoa	462	23.0	
Q9NZV1	Homo sapiens	Metazoa	1036	34.0	
Q09098	Mus musculus	Metazoa	99	23.0	
B1P0S1	Pseudopleuronectes americanus	Metazoa	218	23.0	
Q9UBP4	Homo sapiens	Metazoa	350	21.0	
Q2ULM2	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	496	16.0	
Q01682	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	18.0	
Q8NBK3	Homo sapiens	Metazoa	374	33.0	
Q9U572	Penaeus monodon	Metazoa	1670	14.0	
Q12127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	18.0	
P20333	Homo sapiens	Metazoa	461	22.0	
Q86WA6	Homo sapiens	Metazoa	291	37.0	
Q9GL30	Bos taurus	Metazoa	545	35.0	
P16144	Homo sapiens	Metazoa	1822	27.0	
Q6ZSA7	Homo sapiens	Metazoa	298	34.0	
P0DUQ6	Conus planorbis	Metazoa	70	21.0	
Q09117	Populus deltoides	Viridiplantae	312	24.0	
B3STN5	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	278	19.0	
P91629	Drosophila miranda	Metazoa	126	16.0	
P14625	Homo sapiens	Metazoa	803	21.0	
Q9NRC9	Homo sapiens	Metazoa	128	17.0	
Q868Z9	Drosophila melanogaster	Metazoa	2898	26.0	
Q06K77	Phlebotomus duboscqi	Metazoa	336	21.0	
Q9NPA0	Homo sapiens	Metazoa	242	23.0	
Q8RUW5	Arabidopsis thaliana	Viridiplantae	433	19.0	
B0CPC6	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686)	Fungi	206	21.0	
P02702	Bos taurus	Metazoa	241	19.0	
P80748	Homo sapiens	Metazoa	117	17.0	
P01833	Homo sapiens	Metazoa	764	18.0	
P43077	Candida albicans	Fungi	562	22.0	
P27613	Trichostrongylus colubriformis	Metazoa	173	15.0	
Q01460	Rattus norvegicus	Metazoa	367	23.0	
Q8NBI3	Homo sapiens	Metazoa	349	25.0	
P04925	Mus musculus	Metazoa	254	22.0	
P31419	Manduca sexta	Metazoa	161	20.0	
P23142	Homo sapiens	Metazoa	703	29.0	
P97710	Rattus norvegicus	Metazoa	509	31.0	
Q9NTU7	Homo sapiens	Metazoa	201	27.0	
P54900	Rattus norvegicus	Metazoa	215	29.0	
Q95NY5	Anopheles stephensi	Metazoa	315	18.0	
P21956	Mus musculus	Metazoa	463	22.0	
P19438	Homo sapiens	Metazoa	455	29.0	
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	19.0	
P83234	Ophiophagus hannah	Metazoa	190	20.0	
A7L035	Chironex fleckeri	Metazoa	456	20.0	
Q71DJ5	Arabidopsis thaliana	Viridiplantae	393	20.0	
P45561	Sus scrofa	Metazoa	189	16.0	
Q8MI35	Sus scrofa	Metazoa	152	32.0	
P80686	Tenebrio molitor	Metazoa	211	16.0	
Q14802	Homo sapiens	Metazoa	87	20.0	
Q9Y5U5	Homo sapiens	Metazoa	241	25.0	
O43291	Homo sapiens	Metazoa	252	27.0	
E0XKJ8	Tabanus yao	Metazoa	256	16.0	
P20740	Gallus gallus	Metazoa	1473	36.0	
Q8MJV4	Bos taurus	Metazoa	122	24.0	
Q5D710	Scylla serrata	Metazoa	126	24.0	
Q6UX46	Homo sapiens	Metazoa	152	24.0	
P60153	Homo sapiens	Metazoa	205	26.0	
P07994	Bos taurus	Metazoa	360	17.0	
Q6E0U4	Homo sapiens	Metazoa	476	21.0	
Q27908	Pinctada fucata	Metazoa	447	17.0	
P00996	Bos taurus	Metazoa	79	23.0	
G1CWH6	Clitoria ternatea	Viridiplantae	122	25.0	
P30986	Eschscholzia californica	Viridiplantae	538	23.0	
Q9GU69	Lymnaea stagnalis	Metazoa	64	21.0	
P16150	Homo sapiens	Metazoa	400	19.0	
P04217	Homo sapiens	Metazoa	495	21.0	
P31096	Bos taurus	Metazoa	278	16.0	
P02814	Homo sapiens	Metazoa	79	22.0	
P0DUS7	Doratifera vulnerans	Metazoa	56	19.0	
B3STN7	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	316	18.0	
P10163	Homo sapiens	Metazoa	310	16.0	
Q9NR61	Homo sapiens	Metazoa	685	26.0	
Q8T0W3	Pimpla hypochondriaca	Metazoa	63	25.0	
P86798	Cupiennius salei	Metazoa	140	19.0	
Q86QT3	Centruroides noxius	Metazoa	62	20.0	
P01148	Homo sapiens	Metazoa	92	23.0	
Q9BZR6	Homo sapiens	Metazoa	473	26.0	
Q10ST8	Oryza sativa subsp. japonica	Viridiplantae	96	27.0	
Q76CA2	Monoplex parthenopeus	Metazoa	275	23.0	
L8BRS3	Morus alba	Viridiplantae	209	18.0	
Q8W257	Ptilota filicina	Other	500	21.0	
P14217	Chlamydomonas reinhardtii	Viridiplantae	647	21.0	
Q9LRC8	Scutellaria baicalensis	Viridiplantae	527	25.0	
Q63617	Rattus norvegicus	Metazoa	999	32.0	
Q6WN34	Homo sapiens	Metazoa	429	25.0	
Q62598	Rattus norvegicus	Metazoa	687	17.0	
Q7Z5A7	Homo sapiens	Metazoa	132	43.0	
Q9MYV1	Canis lupus familiaris	Metazoa	128	25.0	
Q9NR16	Homo sapiens	Metazoa	1453	40.0	
P16112	Homo sapiens	Metazoa	2530	16.0	
Q09131	Glycine max	Viridiplantae	464	30.0	
Q86YL7	Homo sapiens	Metazoa	162	22.0	
P11021	Homo sapiens	Metazoa	654	18.0	
P28770	Oncorhynchus mykiss	Metazoa	221	21.0	
Q86LE5	Rhipicephalus microplus	Metazoa	110	20.0	
I6S390	Scolopendra mutilans	Metazoa	76	22.0	
Q945U0	Phytophthora sojae	Other	257	28.0	
Q86IV5	Dictyostelium discoideum	Other	258	21.0	
Q13651	Homo sapiens	Metazoa	578	21.0	
A0A1S6EK92	Moringa oleifera	Viridiplantae	79	20.0	
F1AWB0	Vaejovis mexicanus	Metazoa	82	22.0	
Q99935	Homo sapiens	Metazoa	248	21.0	
P49767	Homo sapiens	Metazoa	419	31.0	
P10675	Schistocerca americana	Metazoa	662	24.0	
P56722	Bos taurus	Metazoa	979	34.0	
P81827	Rattus norvegicus	Metazoa	101	21.0	
P32803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	20.0	
Q9BXJ3	Homo sapiens	Metazoa	329	16.0	
Q14392	Homo sapiens	Metazoa	662	19.0	
Q8LD43	Arabidopsis thaliana	Viridiplantae	62	22.0	
P85213	Galleria mellonella	Metazoa	72	29.0	
O02380	Tyrophagus putrescentiae	Metazoa	141	15.0	
Q968Z6	Dictyostelium discoideum	Other	557	19.0	
P83869	Drosophila melanogaster	Metazoa	46	22.0	
O76192	Galleria mellonella	Metazoa	167	17.0	
P08541	Rattus norvegicus	Metazoa	530	23.0	
P91745	Lucilia cuprina	Metazoa	375	20.0	
P30438	Felis catus	Metazoa	92	22.0	
P02809	Macaca fascicularis	Metazoa	61	19.0	
P15018	Homo sapiens	Metazoa	202	22.0	
Q39688	Daucus carota	Viridiplantae	389	24.0	
Q9NBW4	Theromyzon tessulatum	Metazoa	101	19.0	
P0C8G7	Pomacea canaliculata	Metazoa	286	30.0	
P43174	Ambrosia psilostachya	Viridiplantae	77	22.0	
P00719	Struthio camelus	Metazoa	204	19.0	
Q8ISL8	Apis mellifera	Metazoa	78	24.0	
Q86YT9	Homo sapiens	Metazoa	394	19.0	
Q53NL5	Oryza sativa subsp. japonica	Viridiplantae	290	27.0	
Q43871	Hordeum vulgare	Viridiplantae	115	25.0	
Q8N6C8	Homo sapiens	Metazoa	439	23.0	
B4FZ87	Zea mays	Viridiplantae	396	31.0	
A0A023W145	Ethmostigmus rubripes	Metazoa	88	24.0	
Q15762	Homo sapiens	Metazoa	336	18.0	
Q25589	Faxonius limosus	Metazoa	135	26.0	
Q70SU7	Salvelinus alpinus	Metazoa	342	19.0	
A9UGV5	Oryza sativa subsp. japonica	Viridiplantae	68	30.0	
Q9BZW8	Homo sapiens	Metazoa	370	21.0	
Q99969	Homo sapiens	Metazoa	163	20.0	
Q9TRM8	Canis lupus familiaris	Metazoa	177	25.0	
Q86Y34	Homo sapiens	Metazoa	549	20.0	
P00687	Mus musculus	Metazoa	511	15.0	
O54861	Rattus norvegicus	Metazoa	825	31.0	
Q6UW10	Homo sapiens	Metazoa	78	19.0	
Q9XSW3	Sus scrofa	Metazoa	240	18.0	
P0DQB8	Scolopendra dehaani	Metazoa	73	20.0	
Q9M373	Arabidopsis thaliana	Viridiplantae	74	26.0	
O43852	Homo sapiens	Metazoa	315	19.0	
Q96FE7	Homo sapiens	Metazoa	263	21.0	
Q15465	Homo sapiens	Metazoa	462	23.0	
Q556R7	Dictyostelium discoideum	Other	303	24.0	
P0DMD3	Scolopendra mutilans	Metazoa	105	21.0	
P60568	Homo sapiens	Metazoa	153	20.0	
Q8LG54	Arabidopsis thaliana	Viridiplantae	130	21.0	
P68248	Gallus gallus	Metazoa	80	25.0	
P55955	Caenorhabditis elegans	Metazoa	132	19.0	
P04062	Homo sapiens	Metazoa	536	39.0	
A4LAR6	Grifola frondosa	Fungi	107	24.0	
Q13162	Homo sapiens	Metazoa	271	37.0	
P01888	Bos taurus	Metazoa	118	20.0	
Q96PL1	Homo sapiens	Metazoa	93	21.0	
P01591	Homo sapiens	Metazoa	159	22.0	
Q9HBE5	Homo sapiens	Metazoa	538	19.0	
P35777	Solenopsis invicta	Metazoa	137	19.0	
P49256	Canis lupus familiaris	Metazoa	356	44.0	
P78581	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	588	18.0	
Q3C258	Actinia equina	Metazoa	70	20.0	
Q25255	Lucilia cuprina	Metazoa	356	23.0	
Q6ASY2	Oryza sativa subsp. japonica	Viridiplantae	178	26.0	
P13611	Homo sapiens	Metazoa	3396	20.0	
A0A482A9N4	Talaromyces verruculosus	Fungi	328	21.0	
Q96HE7	Homo sapiens	Metazoa	468	23.0	
Q9Z0K8	Mus musculus	Metazoa	512	23.0	
Q13478	Homo sapiens	Metazoa	541	18.0	
P81999	Canis lupus familiaris	Metazoa	358	22.0	
P10968	Triticum aestivum	Viridiplantae	212	26.0	
O75711	Homo sapiens	Metazoa	98	20.0	
Q40975	Papaver rhoeas	Viridiplantae	139	19.0	
Q9TY95	Plasmodium falciparum (isolate 3D7)	Other	997	22.0	
P86929	Metaphire guillelmi	Metazoa	73	14.0	
Q9VG55	Drosophila melanogaster	Metazoa	191	24.0	
P29007	Bombina orientalis	Metazoa	155	31.0	
O59896	Pycnoporus cinnabarinus	Fungi	518	21.0	
P40967	Homo sapiens	Metazoa	661	24.0	
P29460	Homo sapiens	Metazoa	328	22.0	
Q99013	Pseudopleuronectes americanus	Metazoa	82	23.0	
Q94K85	Arabidopsis thaliana	Viridiplantae	359	26.0	
P83472	Lumbricus terrestris	Metazoa	86	22.0	
I6RA76	Scolopendra mutilans	Metazoa	64	18.0	
Q8S2W4	Arabidopsis thaliana	Viridiplantae	61	22.0	
O11780	Sus scrofa	Metazoa	683	23.0	
Q9ES58	Rattus norvegicus	Metazoa	327	23.0	
P31836	Bos taurus	Metazoa	853	19.0	
P42264	Rattus norvegicus	Metazoa	919	31.0	
P05113	Homo sapiens	Metazoa	134	19.0	
P01189	Homo sapiens	Metazoa	267	26.0	
Q27270	Tenebrio molitor	Metazoa	96	18.0	
Q9ZT64	Pinus contorta	Viridiplantae	513	23.0	
P23515	Homo sapiens	Metazoa	440	24.0	
Q07081	Aquarana catesbeiana	Metazoa	464	16.0	
Q8T113	Bombyx mori	Metazoa	227	17.0	
P24821	Homo sapiens	Metazoa	2201	22.0	
A0A1L6K371	Juglans nigra	Viridiplantae	510	23.0	
Q8I7X1	Porcellio scaber	Metazoa	145	21.0	
Q08380	Homo sapiens	Metazoa	585	18.0	
Q92643	Homo sapiens	Metazoa	395	27.0	
P02896	Trypanosoma brucei brucei	Other	526	33.0	
Q01129	Rattus norvegicus	Metazoa	354	16.0	
P00533	Homo sapiens	Metazoa	1210	24.0	
P02763	Homo sapiens	Metazoa	201	18.0	
P31025	Homo sapiens	Metazoa	176	18.0	
Q02596	Mus musculus	Metazoa	151	19.0	
Q86SC0	Oryctes rhinoceros	Metazoa	66	26.0	
O60609	Homo sapiens	Metazoa	400	31.0	
B8JLQ9	Danio rerio	Metazoa	363	24.0	
P07529	Naganishia albida	Fungi	332	21.0	
A9UGV6	Oryza sativa subsp. japonica	Viridiplantae	61	26.0	
G9M8X1	Nephotettix cincticeps	Metazoa	687	19.0	
P81623	Bos taurus	Metazoa	258	29.0	
Q969N2	Homo sapiens	Metazoa	578	21.0	
P06681	Homo sapiens	Metazoa	752	20.0	
Q9UVI4	Claviceps fusiformis	Fungi	394	16.0	
Q12396	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	46.0	
P20462	Notamacropus eugenii	Metazoa	176	18.0	
P31420	Manduca sexta	Metazoa	274	18.0	
G4V4F9	Cupiennius salei	Metazoa	97	19.0	
P25033	Hyalophora cecropia	Metazoa	413	19.0	
P08375	Sarcophaga peregrina	Metazoa	63	23.0	
Q92765	Homo sapiens	Metazoa	325	32.0	
P12872	Homo sapiens	Metazoa	115	25.0	
O43866	Homo sapiens	Metazoa	347	19.0	
Q7Z5L0	Homo sapiens	Metazoa	202	24.0	
P07213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	617		True
Q96LW7	Homo sapiens	Metazoa	228		False
Q7TMF2	Mus musculus	Metazoa	345		False
Q96LL9	Homo sapiens	Metazoa	226		False
O13788	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527		False
Q6UEG8	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	444		False
Q8W4I6	Arabidopsis thaliana	Viridiplantae	660		False
P29461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750		False
O95376	Homo sapiens	Metazoa	493		False
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134		False
Q8N108	Homo sapiens	Metazoa	512		False
Q9VH07	Drosophila melanogaster	Metazoa	456		False
O22160	Arabidopsis thaliana	Viridiplantae	224		False
Q9SJ12	Arabidopsis thaliana	Viridiplantae	240		False
P19955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		False
Q08923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	506		False
Q9W3E2	Drosophila melanogaster	Metazoa	1195		False
P46778	Homo sapiens	Metazoa	160		False
Q9LIK9	Arabidopsis thaliana	Viridiplantae	463		False
O14734	Homo sapiens	Metazoa	319		False
Q9NVR2	Homo sapiens	Metazoa	710		False
O77480	Bos taurus	Metazoa	390		False
Q8IHY1	Plasmodium falciparum (isolate 3D7)	Other	4226		False
Q8CF89	Mus musculus	Metazoa	502		False
O14113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	263		False
P41779	Caenorhabditis elegans	Metazoa	338		False
Q6PJ21	Homo sapiens	Metazoa	355		False
Q867X0	Caenorhabditis elegans	Metazoa	781		False
F4IS91	Arabidopsis thaliana	Viridiplantae	1340		False
Q9LHF5	Arabidopsis thaliana	Viridiplantae	602		False
Q03214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1411		False
P53721	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	224		True
Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90		True
Q9DC04	Mus musculus	Metazoa	966		False
Q8GXN9	Arabidopsis thaliana	Viridiplantae	930		False
P53212	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290		False
P14712	Arabidopsis thaliana	Viridiplantae	1122		False
Q9NRR8	Homo sapiens	Metazoa	79		False
Q9NQC7	Homo sapiens	Metazoa	956		False
P23503	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		False
Q9CX60	Mus musculus	Metazoa	105		False
O75132	Homo sapiens	Metazoa	1171		False
Q54TN2	Dictyostelium discoideum	Other	580		False
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555		False
Q01532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483		False
Q8GXD9	Arabidopsis thaliana	Viridiplantae	644		False
O43325	Homo sapiens	Metazoa	122		False
O59800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	354		False
P58467	Mus musculus	Metazoa	439		False
Q12275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648		False
Q9VWC6	Drosophila melanogaster	Metazoa	1596		False
P36023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863		False
O35144	Mus musculus	Metazoa	541		False
Q61048	Mus musculus	Metazoa	376		False
Q9H790	Homo sapiens	Metazoa	373		False
Q9Y2U8	Homo sapiens	Metazoa	911		False
K4CWS6	Solanum lycopersicum	Viridiplantae	470		False
Q86W50	Homo sapiens	Metazoa	562		False
Q9ZQI7	Arabidopsis thaliana	Viridiplantae	456		False
Q9FME2	Arabidopsis thaliana	Viridiplantae	460		False
Q6I621	Oryza sativa subsp. japonica	Viridiplantae	510		False
Q9P2D8	Homo sapiens	Metazoa	2635		False
Q08966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492		False
Q9CWR7	Mus musculus	Metazoa	339		True
Q10571	Homo sapiens	Metazoa	1320		False
A0A0D1DYJ6	Mycosarcoma maydis	Fungi	619		True
Q9DBR0	Mus musculus	Metazoa	687		False
Q9QXV1	Mus musculus	Metazoa	362		False
P10174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60		True
P20941	Homo sapiens	Metazoa	246		False
Q9V968	Drosophila melanogaster	Metazoa	218		False
Q96BI1	Homo sapiens	Metazoa	424		True
Q9P0W2	Homo sapiens	Metazoa	317		False
P04038	Bos taurus	Metazoa	74		True
Q9USL4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	549		False
Q9LUJ5	Arabidopsis thaliana	Viridiplantae	293		False
Q8WXD0	Homo sapiens	Metazoa	754		False
Q6PEY1	Homo sapiens	Metazoa	159		True
O60566	Homo sapiens	Metazoa	1050		False
Q7TMR7	Rattus norvegicus	Metazoa	522		True
