Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
Q8NBJ9	Homo sapiens	Metazoa	832	18.0	1		1
Q9BX74	Homo sapiens	Metazoa	207	37.0	1		3
P13204	Bos taurus	Metazoa	129	26.0	1		3
P20656	Saponaria officinalis	Viridiplantae	299	24.0	1		1
Q08334	Homo sapiens	Metazoa	325	19.0	1		1
P05367	Mus musculus	Metazoa	122	19.0	1		3
P15309	Homo sapiens	Metazoa	386	32.0	1		1
P80370	Homo sapiens	Metazoa	383	23.0	1		2
Q9H6E4	Homo sapiens	Metazoa	229	22.0	1		0
P61312	Rattus norvegicus	Metazoa	146	25.0	1		0
Q9Z1K9	Rattus norvegicus	Metazoa	827	17.0	1		2
P02701	Gallus gallus	Metazoa	152	24.0	1		2
Q4V4I9	Drosophila melanogaster	Metazoa	182	22.0	1		1
Q6UX27	Homo sapiens	Metazoa	236	16.0	1		0
P06911	Rattus norvegicus	Metazoa	188	19.0	1		0
P09619	Homo sapiens	Metazoa	1106	32.0	1		0
P11919	Manduca sexta	Metazoa	88	26.0	1		3
D7UQ40	Alternaria solani	Fungi	515	25.0	1		2
Q9XYT4	Cryptorchestia cavimana	Metazoa	128	20.0	1		4
F1N5C8	Bos taurus	Metazoa	445	22.0	1		4
Q8H8C7	Oryza sativa subsp. japonica	Viridiplantae	356	28.0	1		0
P01168	Sus scrofa	Metazoa	116	24.0	1		0
O93233	Gloydius brevicaudus siniticus	Metazoa	331	23.0	1		4
Q9GQV7	Aedes aegypti	Metazoa	128	22.0	1		4
P82143	Gloydius brevicaudus siniticus	Metazoa	200	19.0	1		4
P15450	Apis mellifera	Metazoa	53	19.0	1		4
Q27441	Aplysia californica	Metazoa	92	21.0	1		0
O43155	Homo sapiens	Metazoa	660	35.0	1		3
P07141	Mus musculus	Metazoa	552	32.0	1		2
P17164	Rattus norvegicus	Metazoa	462	28.0	1		0
P02466	Rattus norvegicus	Metazoa	1372	22.0	1		4
P10820	Mus musculus	Metazoa	554	20.0	1		1
P04706	Zea mays	Viridiplantae	223	19.0	1		1
P84843	Hybomitra bimaculata	Metazoa	76	20.0	1		3
Q8I817	Aplysia californica	Metazoa	88	19.0	1		2
Q63372	Rattus norvegicus	Metazoa	1530	30.0	1		4
P29794	Canis lupus familiaris	Metazoa	180	20.0	1		3
P83508	Cavia porcellus	Metazoa	170	16.0	1		1
P22301	Homo sapiens	Metazoa	178	18.0	1		4
Q9NYY1	Homo sapiens	Metazoa	176	24.0	1		4
O55232	Rattus norvegicus	Metazoa	130	32.0	1		4
P02652	Homo sapiens	Metazoa	100	18.0	1		1
O42807	Aspergillus niger	Fungi	281	21.0	1		1
Q9NJ98	Manduca sexta	Metazoa	487	19.0	1		0
Q8TAL6	Homo sapiens	Metazoa	211	18.0	1		3
Q95UE8	Lucilia cuprina	Metazoa	220	19.0	1		1
P51654	Homo sapiens	Metazoa	580	24.0	1		2
Q8MUP7	Ixodes scapularis	Metazoa	102	21.0	1		0
P01588	Homo sapiens	Metazoa	193	27.0	1		4
P20826	Mus musculus	Metazoa	273	25.0	1		2
Q94733	Rhodnius prolixus	Metazoa	202	23.0	1		1
P51688	Homo sapiens	Metazoa	502	20.0	1		0
P01221	Cyprinus carpio	Metazoa	118	23.0	1		3
P01137	Homo sapiens	Metazoa	390	29.0	1		4
P03971	Homo sapiens	Metazoa	560	24.0	1		0
Q8TC27	Homo sapiens	Metazoa	787	16.0	1		4
P08236	Homo sapiens	Metazoa	651	22.0	1		4
Q9BXJ7	Homo sapiens	Metazoa	453	19.0	1		2
H6U1I8	Tanacetum cinerariifolium	Viridiplantae	365	27.0	1		2
P43497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	92	20.0	1		0
P25942	Homo sapiens	Metazoa	277	20.0	1		3
A0A1S3PBB7	Salmo salar	Metazoa	375	23.0	1		0
P19034	Bos taurus	Metazoa	101	22.0	1		4
P14214	Tachypleus tridentatus	Metazoa	77	23.0	1		1
O00092	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	465	26.0	1		2
P13612	Homo sapiens	Metazoa	1032	33.0	1		1
Q8BHP7	Mus musculus	Metazoa	681	32.0	1		4
P22864	Aspergillus niger	Fungi	373	19.0	1		3
Q8NBL1	Homo sapiens	Metazoa	392	23.0	1		4
P52798	Homo sapiens	Metazoa	201	25.0	1		3
Q3UN54	Mus musculus	Metazoa	99	21.0	1		2
P14209	Homo sapiens	Metazoa	185	22.0	1		0
Q8MMH5	Pimpla hypochondriaca	Metazoa	61	20.0	1		4
P56829	Ovis aries	Metazoa	195	23.0	1		3
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	22.0	1		4
P18417	Catharanthus roseus	Viridiplantae	352	31.0	1		3
Q9NPF0	Homo sapiens	Metazoa	282	35.0	1		1
P42660	Aedes aegypti	Metazoa	471	19.0	1		0
Q9UKY0	Homo sapiens	Metazoa	176	25.0	1		0
Q17058	Apis mellifera	Metazoa	567	17.0	1		3
G8YYA5	Androctonus amoreuxi	Metazoa	74	22.0	1		2
Q9Z0L3	Mus musculus	Metazoa	485	17.0	1		3
P12273	Homo sapiens	Metazoa	146	28.0	1		2
Q02126	Hordeum vulgare	Viridiplantae	330	25.0	1		2
Q9NS68	Homo sapiens	Metazoa	423	29.0	1		4
Q6UW56	Homo sapiens	Metazoa	229	30.0	1		1
O62680	Sus scrofa	Metazoa	123	25.0	1		1
P08603	Homo sapiens	Metazoa	1231	18.0	1		1
Q27082	Tachypleus tridentatus	Metazoa	673	19.0	1		4
P01068	Ananas comosus	Viridiplantae	246	19.0	1		2
P04196	Homo sapiens	Metazoa	525	18.0	1		0
Q5ZPR3	Homo sapiens	Metazoa	534	28.0	1		0
Q96DR8	Homo sapiens	Metazoa	90	20.0	1		3
Q6IV20	Gallus gallus	Metazoa	104	22.0	1		0
P53366	Sus scrofa	Metazoa	188	21.0	1		1
P04552	Haliotis rufescens	Metazoa	154	18.0	1		2
Q9JI59	Mus musculus	Metazoa	298	28.0	1		1
P81160	Drosophila melanogaster	Metazoa	54	21.0	1		0
P40259	Homo sapiens	Metazoa	229	28.0	1		1
P13806	Oryctolagus cuniculus	Metazoa	1106	26.0	1		1
Q7Z1K3	Anisakis simplex	Metazoa	194	23.0	1		2
Q55GS3	Dictyostelium discoideum	Other	607	19.0	1		2
B2KNH9	Dendrobium findlayanum	Viridiplantae	167	24.0	1		2
P54837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211	20.0	1		2
Q9C9H5	Arabidopsis thaliana	Viridiplantae	484	21.0	1		4
P05059	Bos taurus	Metazoa	449	18.0	1		3
P11438	Mus musculus	Metazoa	406	24.0	1		0
P17301	Homo sapiens	Metazoa	1181	29.0	1		2
Q63191	Rattus norvegicus	Metazoa	1216	21.0	1		1
Q7YZS9	Conus virgo	Metazoa	67	26.0	1		2
Q8WMP9	Bos taurus	Metazoa	407	29.0	1		4
P47178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	298	19.0	1		2
O14791	Homo sapiens	Metazoa	398	27.0	1		0
P18510	Homo sapiens	Metazoa	177	25.0	1		0
Q8MP06	Tyria jacobaeae	Metazoa	456	22.0	1		3
Q02862	Mus musculus	Metazoa	184	15.0	1		1
Q9Y6C2	Homo sapiens	Metazoa	1016	21.0	1		2
P32004	Homo sapiens	Metazoa	1257	19.0	1		4
Q01528	Limulus polyphemus	Metazoa	172	19.0	1		2
P81605	Homo sapiens	Metazoa	110	19.0	1		4
P01076	Solanum lycopersicum	Viridiplantae	77	32.0	1		4
Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	22.0	1		1
P86407	Mesobuthus eupeus	Metazoa	75	22.0	1		1
Q8MI01	Bos taurus	Metazoa	330	23.0	1		0
Q9UAD0	Olivierus martensii	Metazoa	59	24.0	1		4
Q8GT41	Platanus acerifolia	Viridiplantae	179	23.0	1		4
P23577	Chlamydomonas reinhardtii	Viridiplantae	317	31.0	1		4
C5P3X6	Coccidioides posadasii (strain C735)	Fungi	276	18.0	1		4
P11911	Mus musculus	Metazoa	220	28.0	1		4
P32472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	17.0	1		4
P80915	Macadamia integrifolia	Viridiplantae	102	26.0	1		4
P23502	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	1286	15.0	1		0
Q9LXD6	Arabidopsis thaliana	Viridiplantae	773	23.0	1		0
Q9NAX4	Dictyostelium discoideum	Other	464	17.0	1		1
P12318	Homo sapiens	Metazoa	317	33.0	1		2
P67788	Manduca sexta	Metazoa	65	19.0	1		3
P07981	Hypocrea jecorina	Fungi	459	22.0	1		2
P10562	Canavalia gladiata	Viridiplantae	445	26.0	1		4
Q9H7M9	Homo sapiens	Metazoa	311	32.0	1		4
O13547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	22.0	1		2
P43307	Homo sapiens	Metazoa	286	18.0	1		0
P0DUS8	Doratifera vulnerans	Metazoa	59	17.0	1		4
A0A1W6EVM7	Ampulex compressa	Metazoa	50	26.0	1		0
O76942	Encephalitozoon cuniculi (strain GB-M1)	Fungi	395	22.0	1		3
P42705	Canis lupus familiaris	Metazoa	352	23.0	1		2
P06028	Homo sapiens	Metazoa	91	19.0	1		0
P48765	Bos taurus	Metazoa	970	32.0	1		2
P31723	Penicillium citrinum	Fungi	511	35.0	1		3
Q08738	Bombyx mori	Metazoa	239	16.0	1		0
Q6UW88	Homo sapiens	Metazoa	154	22.0	1		0
Q9BZM5	Homo sapiens	Metazoa	246	25.0	1		3
G5ED35	Caenorhabditis elegans	Metazoa	135	20.0	1		1
Q4WL81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	234	20.0	1		2
Q27967	Bos taurus	Metazoa	203	23.0	1		2
P16235	Rattus norvegicus	Metazoa	700	26.0	1		1
Q5AMT2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	308	18.0	1		0
P80392	Meleagris gallopavo	Metazoa	64	28.0	1		4
A0A0F7YYX3	Conus victoriae	Metazoa	196	25.0	1		2
Q8T0Y7	Aplysia californica	Metazoa	141	26.0	1		2
P82384	Drosophila melanogaster	Metazoa	92	16.0	1		2
P07204	Homo sapiens	Metazoa	575	18.0	1		0
Q64385	Mus musculus	Metazoa	432	23.0	1		1
P13686	Homo sapiens	Metazoa	325	21.0	1		0
O96910	Aplysia californica	Metazoa	76	18.0	1		3
P41543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	22.0	1		4
O62644	Bos taurus	Metazoa	151	18.0	1		1
Q96AP7	Homo sapiens	Metazoa	390	29.0	1		2
P01033	Homo sapiens	Metazoa	207	23.0	1		3
Q6UWL6	Homo sapiens	Metazoa	708	20.0	1		3
A0A7M6UMR7	Apis mellifera	Metazoa	1010	16.0	1		3
P28335	Homo sapiens	Metazoa	458	32.0	1		0
P08505	Mus musculus	Metazoa	211	24.0	1		3
P19400	Ascaris suum	Metazoa	169	20.0	1		3
Q6F4C6	Pinctada fucata	Metazoa	121	16.0	1		3
P42578	Lymnaea stagnalis	Metazoa	239	18.0	1		3
Q8BSU2	Mus musculus	Metazoa	246	26.0	1		0
P28319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	20.0	1		4
Q8NBM8	Homo sapiens	Metazoa	494	22.0	1		1
P0DPU3	Scolopendra dehaani	Metazoa	577	25.0	1		4
P48307	Homo sapiens	Metazoa	235	22.0	1		1
P21814	Ovis aries	Metazoa	429	25.0	1		3
Q02809	Homo sapiens	Metazoa	727	18.0	1		3
Q9NRR1	Homo sapiens	Metazoa	136	22.0	1		1
P02462	Homo sapiens	Metazoa	1669	27.0	1		4
P79073	Hypocrea jecorina	Fungi	86	15.0	1		1
Q14210	Homo sapiens	Metazoa	128	20.0	1		2
Q8WQK0	Cotesia rubecula	Metazoa	65	23.0	1		1
P33767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	20.0	1		3
Q6UX39	Homo sapiens	Metazoa	209	16.0	1		3
P13385	Homo sapiens	Metazoa	188	30.0	1		3
Q95NJ8	Olivierus martensii	Metazoa	55	23.0	1		1
Q8J0K5	Talaromyces funiculosus	Fungi	282	39.0	1		3
Q99ML8	Mus musculus	Metazoa	113	23.0	1		1
P08069	Homo sapiens	Metazoa	1367	30.0	1		2
P25311	Homo sapiens	Metazoa	298	20.0	1		0
Q9NZ53	Homo sapiens	Metazoa	605	32.0	1		2
Q9VA83	Drosophila melanogaster	Metazoa	227	19.0	1		3
Q29W25	Crocus sativus	Viridiplantae	168	26.0	1		3
P05117	Solanum lycopersicum	Viridiplantae	457	24.0	1		0
Q9UBT3	Homo sapiens	Metazoa	224	18.0	1		2
P45590	Hyalophora cecropia	Metazoa	129	17.0	1		3
Q09140	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1448	18.0	1		3
Q95JC9	Sus scrofa	Metazoa	676	16.0	1		3
Q29381	Sus scrofa	Metazoa	439	25.0	1		3
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28.0	1		0
P02790	Homo sapiens	Metazoa	462	23.0	1		3
Q9NZV1	Homo sapiens	Metazoa	1036	34.0	1		4
Q09098	Mus musculus	Metazoa	99	23.0	1		2
B1P0S1	Pseudopleuronectes americanus	Metazoa	218	23.0	1		0
Q9UBP4	Homo sapiens	Metazoa	350	21.0	1		4
Q2ULM2	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	496	16.0	1		4
Q01682	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	18.0	1		4
Q8NBK3	Homo sapiens	Metazoa	374	33.0	1		3
Q9U572	Penaeus monodon	Metazoa	1670	14.0	1		2
Q12127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	18.0	1		0
P20333	Homo sapiens	Metazoa	461	22.0	1		1
Q86WA6	Homo sapiens	Metazoa	291	37.0	1		3
Q9GL30	Bos taurus	Metazoa	545	35.0	1		1
P16144	Homo sapiens	Metazoa	1822	27.0	1		4
Q6ZSA7	Homo sapiens	Metazoa	298	34.0	1		1
P0DUQ6	Conus planorbis	Metazoa	70	21.0	1		0
Q09117	Populus deltoides	Viridiplantae	312	24.0	1		1
B3STN5	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	278	19.0	1		2
P91629	Drosophila miranda	Metazoa	126	16.0	1		3
P14625	Homo sapiens	Metazoa	803	21.0	1		1
Q9NRC9	Homo sapiens	Metazoa	128	17.0	1		4
Q868Z9	Drosophila melanogaster	Metazoa	2898	26.0	1		3
Q06K77	Phlebotomus duboscqi	Metazoa	336	21.0	1		4
Q9NPA0	Homo sapiens	Metazoa	242	23.0	1		0
Q8RUW5	Arabidopsis thaliana	Viridiplantae	433	19.0	1		1
B0CPC6	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686)	Fungi	206	21.0	1		3
P02702	Bos taurus	Metazoa	241	19.0	1		3
P80748	Homo sapiens	Metazoa	117	17.0	1		3
P01833	Homo sapiens	Metazoa	764	18.0	1		1
P43077	Candida albicans	Fungi	562	22.0	1		0
P27613	Trichostrongylus colubriformis	Metazoa	173	15.0	1		3
Q01460	Rattus norvegicus	Metazoa	367	23.0	1		1
Q8NBI3	Homo sapiens	Metazoa	349	25.0	1		2
P04925	Mus musculus	Metazoa	254	22.0	1		4
P31419	Manduca sexta	Metazoa	161	20.0	1		3
P23142	Homo sapiens	Metazoa	703	29.0	1		2
P97710	Rattus norvegicus	Metazoa	509	31.0	1		3
Q9NTU7	Homo sapiens	Metazoa	201	27.0	1		1
P54900	Rattus norvegicus	Metazoa	215	29.0	1		0
Q95NY5	Anopheles stephensi	Metazoa	315	18.0	1		0
P21956	Mus musculus	Metazoa	463	22.0	1		4
P19438	Homo sapiens	Metazoa	455	29.0	1		2
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	19.0	1		4
P83234	Ophiophagus hannah	Metazoa	190	20.0	1		3
A7L035	Chironex fleckeri	Metazoa	456	20.0	1		0
Q71DJ5	Arabidopsis thaliana	Viridiplantae	393	20.0	1		4
P45561	Sus scrofa	Metazoa	189	16.0	1		3
Q8MI35	Sus scrofa	Metazoa	152	32.0	1		2
P80686	Tenebrio molitor	Metazoa	211	16.0	1		1
Q14802	Homo sapiens	Metazoa	87	20.0	1		4
Q9Y5U5	Homo sapiens	Metazoa	241	25.0	1		0
O43291	Homo sapiens	Metazoa	252	27.0	1		2
E0XKJ8	Tabanus yao	Metazoa	256	16.0	1		0
P20740	Gallus gallus	Metazoa	1473	36.0	1		1
Q8MJV4	Bos taurus	Metazoa	122	24.0	1		2
Q5D710	Scylla serrata	Metazoa	126	24.0	1		1
Q6UX46	Homo sapiens	Metazoa	152	24.0	1		0
P60153	Homo sapiens	Metazoa	205	26.0	1		4
P07994	Bos taurus	Metazoa	360	17.0	1		4
Q6E0U4	Homo sapiens	Metazoa	476	21.0	1		4
Q27908	Pinctada fucata	Metazoa	447	17.0	1		4
P00996	Bos taurus	Metazoa	79	23.0	1		4
G1CWH6	Clitoria ternatea	Viridiplantae	122	25.0	1		3
P30986	Eschscholzia californica	Viridiplantae	538	23.0	1		2
Q9GU69	Lymnaea stagnalis	Metazoa	64	21.0	1		0
P16150	Homo sapiens	Metazoa	400	19.0	1		1
P04217	Homo sapiens	Metazoa	495	21.0	1		3
P31096	Bos taurus	Metazoa	278	16.0	1		2
P02814	Homo sapiens	Metazoa	79	22.0	1		2
P0DUS7	Doratifera vulnerans	Metazoa	56	19.0	1		1
B3STN7	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	316	18.0	1		0
P10163	Homo sapiens	Metazoa	310	16.0	1		3
Q9NR61	Homo sapiens	Metazoa	685	26.0	1		3
Q8T0W3	Pimpla hypochondriaca	Metazoa	63	25.0	1		0
P86798	Cupiennius salei	Metazoa	140	19.0	1		1
Q86QT3	Centruroides noxius	Metazoa	62	20.0	1		2
P01148	Homo sapiens	Metazoa	92	23.0	1		3
Q9BZR6	Homo sapiens	Metazoa	473	26.0	1		0
Q10ST8	Oryza sativa subsp. japonica	Viridiplantae	96	27.0	1		4
Q76CA2	Monoplex parthenopeus	Metazoa	275	23.0	1		3
L8BRS3	Morus alba	Viridiplantae	209	18.0	1		1
Q8W257	Ptilota filicina	Other	500	21.0	1		2
P14217	Chlamydomonas reinhardtii	Viridiplantae	647	21.0	1		0
Q9LRC8	Scutellaria baicalensis	Viridiplantae	527	25.0	1		4
Q63617	Rattus norvegicus	Metazoa	999	32.0	1		4
Q6WN34	Homo sapiens	Metazoa	429	25.0	1		4
Q62598	Rattus norvegicus	Metazoa	687	17.0	1		4
Q7Z5A7	Homo sapiens	Metazoa	132	43.0	1		2
Q9MYV1	Canis lupus familiaris	Metazoa	128	25.0	1		4
Q9NR16	Homo sapiens	Metazoa	1453	40.0	1		2
P16112	Homo sapiens	Metazoa	2530	16.0	1		0
Q09131	Glycine max	Viridiplantae	464	30.0	1		3
Q86YL7	Homo sapiens	Metazoa	162	22.0	1		3
P11021	Homo sapiens	Metazoa	654	18.0	1		2
P28770	Oncorhynchus mykiss	Metazoa	221	21.0	1		3
Q86LE5	Rhipicephalus microplus	Metazoa	110	20.0	1		3
I6S390	Scolopendra mutilans	Metazoa	76	22.0	1		0
Q945U0	Phytophthora sojae	Other	257	28.0	1		4
Q86IV5	Dictyostelium discoideum	Other	258	21.0	1		4
Q13651	Homo sapiens	Metazoa	578	21.0	1		4
A0A1S6EK92	Moringa oleifera	Viridiplantae	79	20.0	1		2
F1AWB0	Vaejovis mexicanus	Metazoa	82	22.0	1		3
Q99935	Homo sapiens	Metazoa	248	21.0	1		3
P49767	Homo sapiens	Metazoa	419	31.0	1		3
P10675	Schistocerca americana	Metazoa	662	24.0	1		4
P56722	Bos taurus	Metazoa	979	34.0	1		1
P81827	Rattus norvegicus	Metazoa	101	21.0	1		4
P32803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	20.0	1		4
Q9BXJ3	Homo sapiens	Metazoa	329	16.0	1		1
Q14392	Homo sapiens	Metazoa	662	19.0	1		2
Q8LD43	Arabidopsis thaliana	Viridiplantae	62	22.0	1		1
P85213	Galleria mellonella	Metazoa	72	29.0	1		0
O02380	Tyrophagus putrescentiae	Metazoa	141	15.0	1		3
Q968Z6	Dictyostelium discoideum	Other	557	19.0	1		0
P83869	Drosophila melanogaster	Metazoa	46	22.0	1		1
O76192	Galleria mellonella	Metazoa	167	17.0	1		0
P08541	Rattus norvegicus	Metazoa	530	23.0	1		2
P91745	Lucilia cuprina	Metazoa	375	20.0	1		3
P30438	Felis catus	Metazoa	92	22.0	1		1
P02809	Macaca fascicularis	Metazoa	61	19.0	1		2
P15018	Homo sapiens	Metazoa	202	22.0	1		0
Q39688	Daucus carota	Viridiplantae	389	24.0	1		0
Q9NBW4	Theromyzon tessulatum	Metazoa	101	19.0	1		4
P0C8G7	Pomacea canaliculata	Metazoa	286	30.0	1		4
P43174	Ambrosia psilostachya	Viridiplantae	77	22.0	1		1
P00719	Struthio camelus	Metazoa	204	19.0	1		4
Q8ISL8	Apis mellifera	Metazoa	78	24.0	1		1
Q86YT9	Homo sapiens	Metazoa	394	19.0	1		0
Q53NL5	Oryza sativa subsp. japonica	Viridiplantae	290	27.0	1		4
Q43871	Hordeum vulgare	Viridiplantae	115	25.0	1		2
Q8N6C8	Homo sapiens	Metazoa	439	23.0	1		4
B4FZ87	Zea mays	Viridiplantae	396	31.0	1		3
A0A023W145	Ethmostigmus rubripes	Metazoa	88	24.0	1		3
Q15762	Homo sapiens	Metazoa	336	18.0	1		3
Q25589	Faxonius limosus	Metazoa	135	26.0	1		4
Q70SU7	Salvelinus alpinus	Metazoa	342	19.0	1		4
A9UGV5	Oryza sativa subsp. japonica	Viridiplantae	68	30.0	1		0
Q9BZW8	Homo sapiens	Metazoa	370	21.0	1		0
Q99969	Homo sapiens	Metazoa	163	20.0	1		1
Q9TRM8	Canis lupus familiaris	Metazoa	177	25.0	1		3
Q86Y34	Homo sapiens	Metazoa	549	20.0	1		4
P00687	Mus musculus	Metazoa	511	15.0	1		4
O54861	Rattus norvegicus	Metazoa	825	31.0	1		2
Q6UW10	Homo sapiens	Metazoa	78	19.0	1		0
Q9XSW3	Sus scrofa	Metazoa	240	18.0	1		1
P0DQB8	Scolopendra dehaani	Metazoa	73	20.0	1		0
Q9M373	Arabidopsis thaliana	Viridiplantae	74	26.0	1		4
O43852	Homo sapiens	Metazoa	315	19.0	1		2
Q96FE7	Homo sapiens	Metazoa	263	21.0	1		1
Q15465	Homo sapiens	Metazoa	462	23.0	1		0
Q556R7	Dictyostelium discoideum	Other	303	24.0	1		3
P0DMD3	Scolopendra mutilans	Metazoa	105	21.0	1		1
P60568	Homo sapiens	Metazoa	153	20.0	1		2
Q8LG54	Arabidopsis thaliana	Viridiplantae	130	21.0	1		3
P68248	Gallus gallus	Metazoa	80	25.0	1		0
P55955	Caenorhabditis elegans	Metazoa	132	19.0	1		3
P04062	Homo sapiens	Metazoa	536	39.0	1		1
A4LAR6	Grifola frondosa	Fungi	107	24.0	1		0
Q13162	Homo sapiens	Metazoa	271	37.0	1		3
P01888	Bos taurus	Metazoa	118	20.0	1		1
Q96PL1	Homo sapiens	Metazoa	93	21.0	1		2
P01591	Homo sapiens	Metazoa	159	22.0	1		0
Q9HBE5	Homo sapiens	Metazoa	538	19.0	1		2
P35777	Solenopsis invicta	Metazoa	137	19.0	1		0
P49256	Canis lupus familiaris	Metazoa	356	44.0	1		4
P78581	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	588	18.0	1		1
Q3C258	Actinia equina	Metazoa	70	20.0	1		2
Q25255	Lucilia cuprina	Metazoa	356	23.0	1		3
Q6ASY2	Oryza sativa subsp. japonica	Viridiplantae	178	26.0	1		2
P13611	Homo sapiens	Metazoa	3396	20.0	1		3
A0A482A9N4	Talaromyces verruculosus	Fungi	328	21.0	1		0
Q96HE7	Homo sapiens	Metazoa	468	23.0	1		2
Q9Z0K8	Mus musculus	Metazoa	512	23.0	1		1
Q13478	Homo sapiens	Metazoa	541	18.0	1		1
P81999	Canis lupus familiaris	Metazoa	358	22.0	1		1
P10968	Triticum aestivum	Viridiplantae	212	26.0	1		4
O75711	Homo sapiens	Metazoa	98	20.0	1		1
Q40975	Papaver rhoeas	Viridiplantae	139	19.0	1		4
Q9TY95	Plasmodium falciparum (isolate 3D7)	Other	997	22.0	1		0
P86929	Metaphire guillelmi	Metazoa	73	14.0	1		0
Q9VG55	Drosophila melanogaster	Metazoa	191	24.0	1		1
P29007	Bombina orientalis	Metazoa	155	31.0	1		4
O59896	Pycnoporus cinnabarinus	Fungi	518	21.0	1		3
P40967	Homo sapiens	Metazoa	661	24.0	1		2
P29460	Homo sapiens	Metazoa	328	22.0	1		0
Q99013	Pseudopleuronectes americanus	Metazoa	82	23.0	1		0
Q94K85	Arabidopsis thaliana	Viridiplantae	359	26.0	1		3
P83472	Lumbricus terrestris	Metazoa	86	22.0	1		3
I6RA76	Scolopendra mutilans	Metazoa	64	18.0	1		3
Q8S2W4	Arabidopsis thaliana	Viridiplantae	61	22.0	1		3
O11780	Sus scrofa	Metazoa	683	23.0	1		2
Q9ES58	Rattus norvegicus	Metazoa	327	23.0	1		2
P31836	Bos taurus	Metazoa	853	19.0	1		4
P42264	Rattus norvegicus	Metazoa	919	31.0	1		3
P05113	Homo sapiens	Metazoa	134	19.0	1		0
P01189	Homo sapiens	Metazoa	267	26.0	1		1
Q27270	Tenebrio molitor	Metazoa	96	18.0	1		0
Q9ZT64	Pinus contorta	Viridiplantae	513	23.0	1		4
P23515	Homo sapiens	Metazoa	440	24.0	1		3
Q07081	Aquarana catesbeiana	Metazoa	464	16.0	1		3
Q8T113	Bombyx mori	Metazoa	227	17.0	1		2
P24821	Homo sapiens	Metazoa	2201	22.0	1		3
A0A1L6K371	Juglans nigra	Viridiplantae	510	23.0	1		3
Q8I7X1	Porcellio scaber	Metazoa	145	21.0	1		3
Q08380	Homo sapiens	Metazoa	585	18.0	1		3
Q92643	Homo sapiens	Metazoa	395	27.0	1		3
P02896	Trypanosoma brucei brucei	Other	526	33.0	1		0
Q01129	Rattus norvegicus	Metazoa	354	16.0	1		0
P00533	Homo sapiens	Metazoa	1210	24.0	1		1
P02763	Homo sapiens	Metazoa	201	18.0	1		4
P31025	Homo sapiens	Metazoa	176	18.0	1		0
Q02596	Mus musculus	Metazoa	151	19.0	1		1
Q86SC0	Oryctes rhinoceros	Metazoa	66	26.0	1		2
O60609	Homo sapiens	Metazoa	400	31.0	1		4
B8JLQ9	Danio rerio	Metazoa	363	24.0	1		3
P07529	Naganishia albida	Fungi	332	21.0	1		2
A9UGV6	Oryza sativa subsp. japonica	Viridiplantae	61	26.0	1		3
G9M8X1	Nephotettix cincticeps	Metazoa	687	19.0	1		0
P81623	Bos taurus	Metazoa	258	29.0	1		1
Q969N2	Homo sapiens	Metazoa	578	21.0	1		4
P06681	Homo sapiens	Metazoa	752	20.0	1		2
Q9UVI4	Claviceps fusiformis	Fungi	394	16.0	1		1
Q12396	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	46.0	1		2
P20462	Notamacropus eugenii	Metazoa	176	18.0	1		1
P31420	Manduca sexta	Metazoa	274	18.0	1		4
G4V4F9	Cupiennius salei	Metazoa	97	19.0	1		1
P25033	Hyalophora cecropia	Metazoa	413	19.0	1		0
