Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
P0C2B9	Rattus norvegicus	Metazoa	141		False
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		False
P40491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		False
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139		False
P83565	Rattus norvegicus	Metazoa	206		False
Q9ZS51	Arabidopsis thaliana	Viridiplantae	190		True
P42925	Mus musculus	Metazoa	194		True
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144		True
P48526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1002		False
A0A0D1CRD0	Mycosarcoma maydis	Fungi	550		False
P38081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501		False
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121		False
Q9LS48	Arabidopsis thaliana	Viridiplantae	316		False
Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2489		True
P09932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586		False
Q03615	Caenorhabditis elegans	Metazoa	305		False
Q9SN22	Arabidopsis thaliana	Viridiplantae	410		False
Q9SYQ0	Arabidopsis thaliana	Viridiplantae	463		False
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666		False
Q91WE2	Mus musculus	Metazoa	254		False
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		False
Q18616	Caenorhabditis elegans	Metazoa	537		False
O23277	Arabidopsis thaliana	Viridiplantae	1330		False
P0CY11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126		False
Q07458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		False
Q12368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194		False
Q9DBA9	Mus musculus	Metazoa	547		False
G5EDW1	Caenorhabditis elegans	Metazoa	217		False
Q33DK1	Oryza sativa subsp. japonica	Viridiplantae	203		False
Q9FFJ8	Arabidopsis thaliana	Viridiplantae	449		False
Q9WTQ8	Mus musculus	Metazoa	209		True
Q9D2V8	Mus musculus	Metazoa	456		True
P56382	Mus musculus	Metazoa	52		False
K4PW38	Oryza sativa subsp. japonica	Viridiplantae	458		False
P40002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666		False
P53072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		False
Q63430	Rattus norvegicus	Metazoa	154		False
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772		False
G3UYX5	Mus musculus	Metazoa	1258		False
P42842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904		False
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		False
P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104		False
Q04005	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		False
Q8GYF7	Arabidopsis thaliana	Viridiplantae	377		False
P46997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		False
Q12139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1133		False
Q84JL7	Arabidopsis thaliana	Viridiplantae	330		False
Q8L748	Arabidopsis thaliana	Viridiplantae	1101		False
Q93W77	Arabidopsis thaliana	Viridiplantae	231		False
Q9FNJ9	Arabidopsis thaliana	Viridiplantae	482		False
Q94JY0	Arabidopsis thaliana	Viridiplantae	330		False
P38969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	423		False
Q9C829	Arabidopsis thaliana	Viridiplantae	440		False
O22802	Arabidopsis thaliana	Viridiplantae	97		True
Q9SVQ3	Arabidopsis thaliana	Viridiplantae	517		False
A0A1P8BH03	Arabidopsis thaliana	Viridiplantae	404		False
Q9M1E7	Arabidopsis thaliana	Viridiplantae	285		True
P0DH95	Arabidopsis thaliana	Viridiplantae	149		False
G5EBR8	Caenorhabditis elegans	Metazoa	247		False
Q03482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	75		False
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991		True
D4ACN8	Rattus norvegicus	Metazoa	147		True
P53241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593		False
Q7K6X4	Caenorhabditis elegans	Metazoa	497		False
Q80UP5	Mus musculus	Metazoa	588		False
Q91VX9	Mus musculus	Metazoa	697		True
Q6P756	Rattus norvegicus	Metazoa	263		False
Q01962	Komagataella pastoris	Fungi	713		False
Q7S910	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263		False
Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292		False
Q7SD06	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	469		False
C6EUD4	Fasciola hepatica	Metazoa	478		False
Q1K4P1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	129		False
Q1K730	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	447		False
Q7S1R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	267		False
Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412		False
Q95339	Sus scrofa	Metazoa	88		True
V5IQE0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	202		False
Q7SA88	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	439		False
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375		False
P22342	Euglena viridis	Other	102		False
Q9SQI3	Gossypium hirsutum	Viridiplantae	413		False
P28807	Spinacia oleracea	Viridiplantae	88		False
Q84K96	Crocus sativus	Viridiplantae	369		False
A8XJ98	Caenorhabditis briggsae	Metazoa	432		False
O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381		False
O94411	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	509		False
Q06364	Daucus carota	Viridiplantae	489		False
O42648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341		False
O43083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	338		False
P87000	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	926		False
C8VP82	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	339		False
O13900	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	481		False
O74740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	797		False
Q9US07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	662		False
B6HQ74	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	390		False
Q9P6I9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	618		False
Q35914	Sus scrofa	Metazoa	67		True
Q9GMC9	Ovis aries	Metazoa	169		True
O43030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		False
O74417	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	497		False
O94450	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501		False
O94617	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	475		False
Q10335	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	397		False
Q9Y803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		False
O60150	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361		False
P06841	Scyliorhinus canicula	Metazoa	45		False
P15343	Equus caballus	Metazoa	58		False
O74381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467		False
O94478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420		False
P87112	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2100		False
O13895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	377		False
O60130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	827		False
Q9HE07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	534		False
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		False
P0CT67	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152		False
Q9UTC0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	50		False
O14279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154		False
Q03671	Candida parapsilosis	Fungi	246		True
P0DPG3	Trypanosoma brucei brucei	Other	75		False
P46435	Schistosoma mansoni	Metazoa	259		False
P42116	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	186		True
P15771	Gallus gallus	Metazoa	694		False
O74835	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1690		False
O94259	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		False
Q9C0N3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90		False
A0A509AFM3	Plasmodium berghei (strain Anka)	Other	304		True
Q4WGE2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	607		True
A0A0D1CRC9	Mycosarcoma maydis	Fungi	534		False
P42114	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124		False
Q10360	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	97		False
Q8AYS7	Gallus gallus	Metazoa	753		False
O14277	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		False
H9JBU5	Bombyx mori	Metazoa	157		True
Q9UU99	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1008		False
O02351	Antheraea polyphemus	Metazoa	525		True
Q90ZN1	Gallus gallus	Metazoa	177		True
Q06215	Vicia faba	Viridiplantae	606		False
Q39709	Isochrysis galbana	Other	208		False
O63075	Chlamydomonas reinhardtii	Viridiplantae	238		True
Q9LLC6	Chlamydomonas reinhardtii	Viridiplantae	198		False
Q8RVC7	Chlamydomonas reinhardtii	Viridiplantae	411		False
P36213	Hordeum vulgare	Viridiplantae	205		False
Q7SIB8	Dryopteris crassirhizoma	Viridiplantae	102		False
O94585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187		False
A8MTT3	Homo sapiens	Metazoa	80		True
Q06139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101		False
P36151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		False
Q2HJF1	Bos taurus	Metazoa	112		False
Q9D7K5	Mus musculus	Metazoa	258		False
P40159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199		False
P47139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	656		False
D3ZXW3	Rattus norvegicus	Metazoa	298		False
Q0WPT7	Arabidopsis thaliana	Viridiplantae	352		False
Q9FVR6	Arabidopsis thaliana	Viridiplantae	296		False
P34224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	193		False
P46998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180		True
Q02864	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		False
Q04170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232		False
Q06152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274		False
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218		False
F4J284	Arabidopsis thaliana	Viridiplantae	860		False
Q10262	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131		False
Q9Y7K9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	246		False
Q9LVV5	Arabidopsis thaliana	Viridiplantae	223		False
Q8BH07	Mus musculus	Metazoa	226		False
Q1K548	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477		False
Q1K8V2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	91		False
Q7S4Y4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90		False
Q7S5W0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	103		False
Q9UT31	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241		False
Q7RYV0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	176		False
Q7SHR6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	344		False
U9W8F2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	110		False
P87133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	121		False
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364		False
O94516	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	364		False
P56347	Chlorella vulgaris	Viridiplantae	161		False
P86981	Podarcis siculus	Metazoa	81		False
Q10422	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297		False
Q04073	Strongylocentrotus purpuratus	Metazoa	459		False
Q9URV3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	296		False
Q10296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138		False
Q09902	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	85		False
O13894	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124		False
O14322	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	313		False
P12852	Chlamydomonas reinhardtii	Viridiplantae	199		False
P12853	Chlamydomonas reinhardtii	Viridiplantae	291		False
